209,অধ্যাপক ডঃ মোঃ শামসুল আলম, 	প্রধান,কম্পিউটার কৌশল বিভাগ
210,অধ্যাপক জনাব খায়রুল এনাম, 	প্রধান,স্থাপত্য বিভাগ
211, সহযোগী অধ্যাপক ডঃ খ.ম. মনিরুজ্জামান, 	প্রধান,নগর ও অঞ্চল পরিকল্পনা বিভাগ
212,ডঃ মোঃ সবদর আলী,অধ্যাপক,কেমিকৌশল বিভাগ
213,ডঃ ইজাজ েহােসন, 	অধ্যাপক,কেমিকৌশল বিভাগ
214,ডঃ হেরন্দ্র নাথ মন্ডল,সহযোগী অধ্যাপক,কেমিকৌশল বিভাগ
215,ডঃ মোঃ মনিরুজ্জামান ,সহযোগী অধ্যাপক,বস্তু ও ধাতব কৌশল বিভাগ
216,ডঃ ইনামুল হক, 	অধ্যাপক,রসায়ন বিভাগ
217,ডঃ মোঃ মনিমুল হক, 	অধ্যাপক,রসায়ন বিভাগ
218,a,c,b
219,"
d",f,e
220,"
g",i,h
352,ডঃ আঃ মুঃ জহুরুল হক,ডীন,প্রকৌশল অনুষদ
353,জনাব গোলাম রহমান,ডীন,স্থাপত্য ও পরিকল্পনা অনুষদ
354,জনাব আবদুল কাদের চৌধুরী,প্রধান,রসায়ন বিভাগ
224,"
ডঃ মোঃ মনিরুল ইসলাম",সহযোগী অধ্যাপক,	কম্পিউটার কৌশল বিভাগ
225,ডঃ মোঃ সাইদুর রহমান,অধ্যাপক,	কম্পিউটার কৌশল বিভাগ
355,ডঃ আবুল হাসনাত,প্রধান,পুরকৌশল বিভাগ
356,জনাব মোঃ আঃ মুকতাদির,প্রধান,স্থাপত্য বিভাগ
357,বাবু কামিনি মোহন সাহা,প্রধান,পদার্থ বিজ্ঞান বিভাগ
358,"ডঃ স, হ, খ, ইউসুফজাই",অধ্যাপক,পুরকৌশল বিভাগ
186,ডঃ আল নকীব চৌধুর ,অধ্যাপক,রসায়ন বিভাগ
201,অধ্যাপক ডঃ মোহাম্মদ আলী চৌধুরী,ডীন,তড়িৎ ও ইলেকট্রনিক কৌশল বিভাগ
12,অধ্যাপক ডঃ মোঃ মীরজাহান মিয়া,"প্রধান, পানি সম্পদ কৌশল বিভাগ",প্রশাসনিক
13,অধ্যাপক ডঃ মোঃ মাকসুদ হেলালী,"প্রধান, যন্ত্রকৌশল বিভাগ",প্রশাসনিক
16,অধ্যাপক ডঃ সত্য প্রসাদ মজুমদার,"প্রধান, ত.ই কৌশল বিভাগ",প্রশাসনিক
17,অধ্যাপক ডঃ মুহাম্মদ মাসরুর আলী,"প্রধান, সি.এস.ই বিভাগ",প্রশাসনিক
20,অধ্যাপক ডঃ রোকসানা হাফিজ,"প্রধান, ইউ.আর.পি বিভাগ",প্রশাসনিক
21,ডঃ আ.খ.ম. আবদুল কাদের,অধ্যাপক,কেমিকৌশল বিভাগ
23,ডঃ মোঃ মোহর আলী বেপারী,অধ্যাপক,বস্তু ও ধাতব কৌশল বিভাগ
241,অধ্যাপক ডঃ মুহাম্মদ মাসরুর আলী,প্রধান,সি.এস.ই বিভাগ
244,ডঃ হরেন্দ্র নাথ মন্ডল,সহযোগী অধ্যাপক,কেমিকৌশল বিভাগ
246,জনাব মোঃ আব্দুল কুদ্দুস মিঞা,সহযোগী অধ্যাপক,গণিত বিভাগ
249,ডঃ মোঃ  আব্দুল হাকিম খান,সহযোগী অধ্যাপক,গণিত বিভাগ
251,ডঃ মোঃ আবদুর রউফ,অধ্যাপক,পুরকৌশল বিভাগ
254,ডঃ সৈয়দ ফখরুল আমিন,অধ্যাপক,পুরকৌশল বিভাগ
260,ডঃ মোঃ মফিজুর রহমান,সহযোগী অধ্যাপক,পুরকৌশল বিভাগ
322,প্রধান,প্রধান,পদার্থ বিজ্ঞান বিভাগ
328,মিঃ সিরাজুল ইসলাম,সহযোগী অধ্যাপক,বস্তু ও ধাতব কৌশল বিভাগ
334,ডঃ জহুরুল হক,প্রধান,তড়িৎ ও ইলেকট্রনিক কৌশল বিভাগ
369,জনাব মোঃ খায়রুল এনাম,ডীন,স্থাপত্য ও পরিকল্পনা অনুষদ
372,ডঃ মোঃ আবদুল মতিন,ডীন,"ত,ই,কৌশল অনুষদ"
384,ডঃ মোঃ আবদুর রাজ্জাক আকন্দ,প্রধান,যন্ত্রকৌশল বিভাগ
387,ডঃ ইজাজ হোসেন,প্রধান,পেট্রোলিয়াম এন্ড মেনারেল রিসোর্স ইন্জিঃ
390,ডঃ সোহরাব উদ্দিন আহমেদ,অধ্যাপক,পুরকৌশল বিভাগ
393,জনাব মীর মোবাশ্বের আলী,অধ্যাপক,স্থাপত্য বিভাগ
470,প্রধান,প্রধান,রসায়ন বিভাগ
475,ডঃ আবঃ মতিন পাটোয়ারী,অধ্যাপক,তড়িৎ ও ইলেকট্রনিক কৌশল বিভাগ
481,ডঃ এম. এস. এইচ ইউসুফযাই,অধ্যাপক,পুরকৌশল বিভাগ
482,ডঃ মোঃ আবদুল আজিজ,সহযোগী অধ্যাপক,পুরকৌশল বিভাগ
558,ডঃ নাজমা জামান,সহযোগী অধ্যাপক,পদার্থ বিজ্ঞান বিভাগ
565,"ডঃ এ,এস,এম,আঃ কাইয়ুম",সহযোগী অধ্যাপক,নগর ও অঞ্চল পরিকল্পনা বিভাগ
575,জনাব আবদুর রহিম,সহযোগী অধ্যাপক,নৌযান ও নৌযন্ত্র কৌশল বিভাগ
582,জনাব মীর মোবাশ্বের আলী,ডীন,স্থাপত্য ও পরিকল্পনা অনুষদ
583,ডঃ আলমগীর হাবীব,ডীন,পুর কৌশল অনুষদ
584,"ডঃ আ,ফ,ম,আনোয়ারুল হক",ডীন,যন্ত্রকৌশল অনুষদ
585,ডঃ ফজলে রহমান,ডীন,তড়িৎ ও ইলেকট্রনিক কৌশল অনুষদ
586,ডঃ ইন্জ্ঞিঃ মোঃ আনেয়ারুল য়াজীম,প্রধান,ইন্ডাষ্ট্রিয়াল এন্ড প্রডাকশন ইন্জ্ঞিনিয়ারিং বিভাগ
587,ডঃ সৈয়দ মাহবুবুর রহমান,প্রধান,কম্পিউটার কৌশল বিভাগ
115,ডঃ মুহাম্মদ মাসরুর আলী,অধ্যাপক,কম্পিউটার কৌশল বিভাগ
588,"ডঃ আ,খ,ম,আবদুল কাদের",প্রধান,কেমিকৌশল বিভাগ
590,ডঃ গোলাম রহমান,প্রধান,নগর ও অঞ্চল পরিকল্পনা বিভাগ
591,ডঃ মহি উদ্দিন চৌধুরী,প্রধান,নৌযান ও নৌযন্ত্র কৌশল বিভাগ
120,ডঃ মোঃ খোরশেদ আলম,অধ্যাপক,পানিসম্পদ কৌশল বিভাগ
124, আলী আসগর,অধ্যাপক,পদার্থ বিজ্ঞান বিভাগ
126,ডঃ শওকত জাহান চৌধুরী  ,সহযোগী অধ্যাপক,যন্ত্রকৌশল বিভাগ
140,ড: এ বি এম সিদ্দিক হোসেন ,ডীন,তড়িৎ ও ইলেকট্রনিক কৌশল বিভাগ
592,ডঃ তোফাজ্জল হোসেন,প্রধান,পদার্থ বিজ্ঞান বিভাগ
153,মিসেস শামীম আরা হাসান,সহযোগী অধ্যাপক,স্থাপত্য বিভাগ
155,ডঃ এ.বি.এম. সিদ্দিক হোসেন,অধ্যাপক,তড়িৎ ও ইলেকট্রনিক কৌশল বিভাগ
157,ডঃ মোঃ নাছিম আহমেদ দেওয়ান,সহযোগী অধ্যাপক,তড়িৎ ও ইলেকট্রনিক কৌশল বিভাগ
162,ডঃ মাগলুব আল নুর,অধ্যাপক,যন্ত্রকৌশল বিভাগ
163,ডঃ মোঃ মাকসুদ হেলালী,অধ্যাপক,যন্ত্রকৌশল বিভাগ
165,ডঃ আবু রায়হান মোঃ আলী,অধ্যাপক,যন্ত্রকৌশল বিভাগ
593,ডঃ মোঃ আলী মুর্তাজা,প্রধান,পুরকৌশল বিভাগ
594,জনাব হাবিবুর রহমান,প্রধান,মানবিক বিভাগ
596,জনাব মীর মোবাশ্বের আলী,প্রধান,স্থাপত্য কৌশল বিভাগ
597,ডঃ ইকবাল মাহমুদ,প্রফেসর,কেমিকৌশল বিভাগ
598,ডঃ জামিলুর রেজা চৌধুরী,প্রফেসর,পুর কৌশল বিভাগ
599,"ডঃ এ,এম,আজিজ উল হক",প্রফেসর,যন্ত্র কৌশল বিভাগ
600,ডঃ মোঃ শাহজাহান,প্রফেসর,পানি সম্পদ কৌশল বিভাগ
229,অধ্যাপক  ডঃ মোঃ মোহর আলী বেপারী,ডীন,প্রকৌশল অনুষদ
233,অধ্যাপক ডঃ দিল আফরোজা বেগম,প্রধান,কেমিকৌশল বিভাগ
235,অধ্যাপক ডঃ মোঃ মোস্তফা কামাল চৌধুরী,প্রধান,গণিত বিভাগ
236,অধ্যাপক ডঃ জীবন পোদ্দার,প্রধান,পদার্থ বিজ্ঞান বিভাগ
237,অধ্যাপক ডঃ মোঃ ফজলুল বারী,প্রধান,পানি সম্পদ কৌশল বিভাগ
238,অধ্যাপক ডঃ মোঃ সাদিকুল বারী,প্রধান,নৌযান ও নৌযন্ত্র কৌশল বিভাগ
239,অধ্যাপক  ডঃ নিখিল রঞ্জন ধর,প্রধান,আই. পি. ই বিভাগ
240,অধ্যাপক ডঃ এস. শাহনেওয়াজ আহমেদ,প্রধান,ত.ই কৌশল বিভাগ
242,অধ্যাপক জনাব খায়রুল এনাম,প্রধান,স্হাপত্য বিভাগ
243,অধ্যাপক ডঃ খ.ম. মনিরুজ্জামান,প্রধান,ইউ.আর.পি বিভাগ
245,ডঃ  মোঃ আবদুর রশিদ,অধ্যাপক,রসায়ন বিভাগ
247,ডঃ মোহাম্মদ ইলিয়াছ,সহযোগী অধ্যাপক,গণিত বিভাগ
248,ডঃ মোঃ  আবদুল মালেক,সহযোগী অধ্যাপক,গণিত বিভাগ
250,ডঃ  এম. ফিরোজ আহমেদ,অধ্যাপক,পুরকৌশল বিভাগ
252,ডঃ শেখ সেকেন্দার আলী,অধ্যাপক,পুরকৌশল বিভাগ
253,ডঃ ফারুক আহমেদ,অধ্যাপক,পুরকৌশল বিভাগ
255,ডঃ আহসানুল কবীর,অধ্যাপক,পুরকৌশল বিভাগ
256,ডঃ আবু বোরহান মোহাম্মদ বদরুজ্জামান,অধ্যাপক,পুরকৌশল বিভাগ
257,ডঃ মোঃ জাকারিয়া আহম্মদ,অধ্যাপক,পুরকৌশল বিভাগ
258,ডঃ হাসিব মোহাম্মদ আহসান,অধ্যাপক,পুরকৌশল বিভাগ
259,জনাব সৈয়দ নূর-উদ্-দীন আহমদ,সহযোগী অধ্যাপক,পুরকৌশল বিভাগ
261,ডঃ আবদুল জব্বার খান,সহযোগী অধ্যাপক,পুরকৌশল বিভাগ
262,ডঃ মোঃ আবদুল হালীম,অধ্যাপক,পানি সম্পদ কৌশল বিভাগ
263,ডঃ মোঃ মনোয়ার হোসেন,অধ্যাপক,পানি সম্পদ কৌশল বিভাগ
264,ডঃ মোঃ মীরজাহান মিয়া,অধ্যাপক,পানি সম্পদ কৌশল বিভাগ
265,ডঃ মোহাম্মদ আলী ভূইয়া,অধ্যাপক,পানি সম্পদ কৌশল বিভাগ
266,ডঃ মোঃ আবদুল মতিন,অধ্যাপক,পানি সম্পদ কৌশল বিভাগ
267,ডঃ মোঃ রেফায়েত উল্লাহ,অধ্যাপক,নৌযান ও নৌযন্ত্র কৌশল বিভাগ
268,ডঃ মুহাম্মদ আহসান আখতার হাসিন,অধ্যাপক,আই.পি.ই বিভাগ
269,ডঃ এ.বি.এম. সিদ্দিক হোসেন,অধ্যাপক,তড়িৎ ও ইলেকঃ কৌশল বিভাগ
270,ডঃ  সাইফুল ইসলাম,অধ্যাপক,তড়িৎ ও ইলেকঃ কৌশল বিভাগ
271,ডঃ মোঃ কামরুল আহসান,অধ্যাপক,তড়িৎ ও ইলেকঃ কৌশল বিভাগ
272,ডঃ শহীদুল ইসলাম খান,অধ্যাপক,তড়িৎ ও ইলেকঃ কৌশল বিভাগ
273,ডঃ কাজী দীন মোহাম্মদ খসরু,অধ্যাপক,তড়িৎ ও ইলেকঃ কৌশল বিভাগ
274,ডঃ মোঃ শফিকুল ইসলাম,অধ্যাপক,তড়িৎ ও ইলেকঃ কৌশল বিভাগ
275,ডঃ মোঃ কামরুল হাসান,অধ্যাপক,তড়িৎ ও ইলেকঃ কৌশল বিভাগ
276,ডঃ মোঃ কামরুল হুদা,সহযোগী অধ্যাপক,তড়িৎ ও ইলেকঃ কৌশল বিভাগ
277,ডঃ মোহাম্মদ জাহাঙ্গীর আলম,সহযোগী অধ্যাপক,তড়িৎ ও ইলেকঃ কৌশল বিভাগ
278,ডঃ মোঃ শাহ্ আলম,সহযোগী অধ্যাপক,তড়িৎ ও ইলেকঃ কৌশল বিভাগ
279,ডঃ মোঃ শামসুল আলম,অধ্যাপক,সি.এস.ই বিভাগ
280,ডঃ মোঃ আবুল কাশেম মিয়া,অধ্যাপক,সি.এস.ই বিভাগ
281,ডঃ আবু সাইদ মোঃ লতিফুল হক,সহযোগী অধ্যাপক,সি.এস.ই বিভাগ
282,ডঃ মোঃ সাইদুর রহমান,সহযোগী অধ্যাপক,সি.এস.ই বিভাগ
283,ডঃ ফারুক আহম্মদ উল্লা খান,অধ্যাপক,স্হাপত্য বিভাগ
284,ডঃ আবুল ফজল মোঃ সালেহ,অধ্যাপক,আই.ডব্লিউ.এফ.এম
285,ডঃ মোঃ  রেজাউর রহমান,অধ্যাপক,আই.ডব্লিউ.এফ.এম
286,ডঃ জি.এম তারেকুল ইসলাম,সহযোগী অধ্যাপক,আই.ডব্লিউ.এফ.এম
287,ডঃ মোঃ কামালউদ্দীন,গবেষণা অধ্যাপক,আই.এ.টি
288,ডঃ এস.এম. লুৎফুল কবীর,অধ্যাপক,আই.আই.সি.টি
289,পরিচালক,উপদেশ,প্রসারন ও গবেষণা কার্যক্রম পরিদপ্তর
290,অধ্যাপক সাঈদ-উর রহমান,বাংলা বিভাগ,ঢাকা বিশ্ববিদ্যালয়
295,,ডীন,ইনজিনিয়ারিং ফ্যাকালটি
231,অধ্যাপক  ডঃ  এস. এম. নজরুল ইসলাম,ডীন,যন্ত্রকৌশল অনুষদ
232,অধ্যাপক ডঃ মোহাম্মদ আলী চৌধুরী,ডীন,ত.ই কৌশল অনুষদ
234,অধ্যাপক  ডঃ  নজরুল ইসলাম,প্রধান,রসায়ন বিভাগ
296,,প্রধান,আর্কিটেকচার বিভাগ
297,,প্রধান,কেমিকেল ইনজিনিয়ারিং বিভাগ
298,,প্রধান,কেমিষ্ট্রি বিভাগ
299,,প্রধান,সিভিল ইনজিনিয়ারিং বিভাগ
300,,প্রধান,ফিজিকস বিভাগ
301,,প্রধান,ফিজিকেল প্লানিং বিভাগ
302,ডঃ এম. এস. এইচ ইউসুফজাই,প্রফেসর,সিভিল ইনজিনিয়ারিং বিভাগ
303,ডঃ আবদুল মতিন পাটওয়ারী,প্রফেসর,ইলেকট্রিক্যাল ইনজিনিয়ারিং বিভাগ
304,"ডঃ এ,এইচ,এম, নুরুল উলা",এসোসিয়েট প্রফেসর,ইলেকট্রিক্যাল ইনজিনিয়ারিং বিভাগ
305,ডঃ আবদুল হান্নান,এসোসিয়েট প্রফেসর,সিভিল ইনজিনিয়ারিং বিভাগ
306,ডঃ এম.এ আজিজ,এসোসিয়েট প্রফেসর,সিভিল ইনজিনিয়ারিং বিভাগ
307,মিঃ সিরাজুল ইসলাম,এসোসিয়েট প্রফেসর,মেটালার্জিক্যাল ইনজিনিয়ারিং বিভাগ
308,ডঃ এম. এ. নাসের,উপাচার্য,উপাচার্য
309,ডীন,ডীন,ইনজিনিয়ারিং ফ্যাকালটি
310,প্রধান,প্রধান,আর্কিটেকচার বিভাগ
311,প্রধান,প্রধান,কেমিকেল ইনজিনিয়ারিং বিভাগ
312,প্রধান,প্রধান,কেমিষ্ট্রি বিভাগ
313,প্রধান,প্রধান,সিভিল ইনজিনিয়ারিং বিভাগ
314,প্রধান,প্রধান,ফিজিকস বিভাগ
315,প্রধান,প্রধান,ফিজিকেল প্লানিং বিভাগ
316,ডাইরেক্টর,ডাইরেক্টর,স্টুডেন্টস ওয়েলফেয়ার
317,ডীন,ডীন,প্রকৌশল অনুষদ
318,প্রধান,প্রধান,স্থাপত্য বিভাগ
319,প্রধান,প্রধান,কেমিকৌশল বিভাগ
320,প্রধান,প্রধান,কম্পিউটার কৌশল বিভাগ
321,প্রধান,প্রধান,পুরকৌশল বিভাগ
323,ডঃ এম. এস. এইচ ইউসুফজাই,অধ্যাপক,পুরকৌশল বিভাগ
324,ডঃ আবদুল মতিন পাটওয়ারী,অধ্যাপক,তড়িৎ ও ইলেকট্রনিক কৌশল বিভাগ
325,"ডঃ এ,এইচ,এম, নুরুল উলা",সহকারী অধ্যাপক,তড়িৎ ও ইলেকট্রনিক কৌশল বিভাগ
326,ডঃ আবদুল হান্নান,সহযোগী অধ্যাপক,পুরকৌশল বিভাগ
327,ডঃ এম.এ আজিজ,সহযোগী অধ্যাপক,পুরকৌশল বিভাগ
330,"ডঃ এম, ইব্রাহীম",ডীন,প্রকৌশল অনুষদ
331,"মিঃ এম, এ, মুকতাদির",প্রধান,স্থাপত্য বিভাগ
332,ডঃ ইকবাল মাহমুদ,প্রধান,কেমিকৌশল বিভাগ
228,অধ্যাপক ডঃ মোঃ আলী মূত্তাজা,উপাচার্য,বাংলাদেশ প্রকৌশল বিশ্ববিদ্যালয়
230,অধ্যাপক  ডঃ মোঃ হোসেন আলী,ডীন,পুরকৌশল অনুষদ
333,মিঃ আবদুল কাদের চৌধুরী,প্রধান,"কেমিকৌশল বিভাগ
ডঃ আবুল হাসনাত"
335,ডঃ মোশাররফ হোসেন,প্রধান,যন্ত্রকৌশল বিভাগ
336,মিঃ কামিনি মোহন সাহা,প্রধান,পদার্থ বিজ্ঞান বিভাগ
337,মিঃ গোলাম রহমান,প্রধান,ফিজিকেল প্লানিং বিভাগ
338,ডঃ মোয়াজ্জেম হোসেন,প্রধান,নৌযান ও নৌযন্ত্র কৌশল বিভাগ
339,ডঃ এম. এস. এইচ ইউসুফজাই,অধ্যাপক,পুরকৌশল বিভাগ
340,ডঃ আবদুল মতিন পাটোয়ারী,অধ্যাপক,তড়িৎ ও ইলেকট্রনিক কৌশল বিভাগ
341,"ডঃ এ,এইচ,এম, নুরুল ইসলাম",সহযোগী অধ্যাপক,তড়িৎ ও ইলেকট্রনিক কৌশল বিভাগ
342,ডঃ ওবায়দুল ইসলাম,সহযোগী অধ্যাপক,যন্ত্রকৌশল বিভাগ
343,"ডঃ এম,এ, আজিজ",সহযোগী অধ্যাপক,পুরকৌশল বিভাগ
344,ডঃ আবদুল হান্নান,সহযোগী অধ্যাপক,পুরকৌশল বিভাগ
345,মিঃ সিরাজুল ইসলাম,সহযোগী অধ্যাপক,যন্ত্রকৌশল বিভাগ
346,ডঃ আনোয়ার হোসেন,সহযোগী অধ্যাপক,যন্ত্রকৌশল বিভাগ
347,ডঃ মোঃ শাহজাহান,সহযোগী অধ্যাপক,পুরকৌশল বিভাগ
348,"ডঃ এম, এ, জব্বার",পরিচালক,ছাত্র কল্যাণ পরিদপ্তর
349,ডঃ সামছুল আলম,পরিচালক,"উপদেশ, প্রসারন ও গবেষণা কার্যক্রম পরিদপ্তর"
121,ডঃ মোঃ মীরজাহান,অধ্যাপক,পানিসম্পদ কৌশল বিভাগ
122,ডঃ এম. আর কবির,সহযোগী অধ্যাপক,পানিসম্পদ কৌশল বিভাগ
123,ডঃ মোঃ মনিমুল হক ,সহযোগী অধ্যাপক,রসায়ন বিভাগ
127,ডঃ মাগলুব আল নুর  ,সহযোগী অধ্যাপক,যন্ত্রকৌশল বিভাগ
128,ডঃ মোঃ আব্দুর রশিদ সরকার ,অধ্যাপক,যন্ত্রকৌশল বিভাগ
129,ডঃ মোঃ আবু তাহের আলী, অধ্যাপক,যন্ত্রকৌশল বিভাগ
130,ইকবাল মাহমুদ ,অধ্যাপক,কেমিকৌশল বিভাগ
131,ডঃ মোঃ সিরাজুল ইসলাম  ,সহকারী অধ্যাপক,কেমিকৌশল বিভাগ
132,ডঃ মোঃ সবদর আলী, সহযোগী অধ্যাপক,কেমিকৌশল বিভাগ
133,ডঃ নাজমুল হক, অধ্যাপক,কেমিকৌশল বিভাগ
135,ডঃ দিল আফরোজাবেগম,সহকারী অধ্যাপক,কেমিকৌশল বিভাগ
138,ড: গিয়াস উদ্দিন    ,ডীন,প্রকৌশল অনুষদ
136,অধ্যাপক মোহাম্মদ শাহজাহান ,উপাচার্য,উপাচার্য
139,ড: এ বি এম সিদ্দিক হোসেন ,প্রধান,কম্পিউটার কৌশল বিভাগ
141,ডঃ মোঃ মনিরুল ইসলাম ,সহযোগী অধ্যাপক,কম্পিউটার কৌশল বিভাগ
142,ডঃ মোঃ নাছিম আহমেদ দেওয়ান  ,"সহযোগী অধ্যাপক,",তড়িৎ ও ইলেকট্রনিক কৌশল বিভাগ
143,অধ্যাপক ডঃ মোঃ আলী মুর্ত্তাজা                  ,উপাচার্য,উপাচার্য
144,অধ্যাপক  ডঃ আ.সা.ও কারণী,ডীন,প্রকৌশল অনুষদ
146,ডঃ এস.এম. লুৎফুল কবীর,অধ্যাপক,ইনষ্টিটিউট অফ ইনফরমেশন এন্ড কমিউনিকেশন টেকনোলজি
147,ডঃ মোঃ মোজাম্মেল হক,অধ্যাপক,পানি ও বন্যা ব্যবস্থাপনা ইনষ্টিটিউট
148,ডঃ সারওয়ার জাহান,অধ্যাপক,নগর ও অঞ্চল পরিকল্পনা বিভাগ
149,ডঃ মীর নাজমূল করীম,সহযোগী অধ্যাপক,মানবিক বিভাগ
150,মিসেস শাহেদা রহমান,অধ্যাপক,স্থাপত্য বিভাগ
151,ডঃ জেবুন নাসরীন আহমেদ,অধ্যাপক,স্থাপত্য বিভাগ
152,ডঃ কাজী আজিজুল মাওলা,অধ্যাপক,স্থাপত্য বিভাগ
154,ডঃ নাসরীন হোসেন,সহযোগী অধ্যাপক,স্থাপত্য বিভাগ
156,ডঃ মোঃ কামরুল হুদা,সহযোগী অধ্যাপক,তড়িৎ ও ইলেকট্রনিক কৌশল বিভাগ
159,ডঃ গাজী মোঃ খলিল,অধ্যাপক,নৌযান ও নৌযন্ত্র কৌশল বিভাগ
160,ডঃ মোঃ  সাদিকুল বারী,অধ্যাপক,নৌযান ও নৌযন্ত্র কৌশল বিভাগ
161,জনাব খবীরুল হক চৌধুরী,সহযোগী অধ্যাপক,নৌযান ও নৌযন্ত্র কৌশল বিভাগ
164,ডঃ মোঃ মাহবুবুল আলম,অধ্যাপক,যন্ত্রকৌশল বিভাগ
166,ডঃ আলমগীর মজিবুল হক,অধ্যাপক,পুরকৌশল বিভাগ
167,ডঃ এ.এম.এম. সফিউল্লাহ,অধ্যাপক,পুরকৌশল বিভাগ
168, ডঃ মোঃ মাজহারুল হক,অধ্যাপক,পুরকৌশল বিভাগ
169,ডঃ আবদুল মোক্তাদির,অধ্যাপক,পুরকৌশল বিভাগ
171,ডঃ মোঃ  জোবায়ের বিন আলম,অধ্যাপক,পুরকৌশল বিভাগ
173,ডঃ মুহাঃ আশরাফ আলী,সহযোগী অধ্যাপক,পুরকৌশল বিভাগ
175,ডঃ মেহেদী আহম্মদ আনসারী,সহযোগী অধ্যাপক,পুরকৌশল বিভাগ
176,ডঃ রওশন মমতাজ ,সহযোগী অধ্যাপক,পুরকৌশল বিভাগ
177,ডঃ তানভীর হাসান,সহযোগী অধ্যাপক,পুরকৌশল বিভাগ
178,ডঃ তাহসীন রেজা হোসেন,সহযোগী অধ্যাপক,পুরকৌশল বিভাগ
180,ডঃ রাকিব আহসান,সহযোগী অধ্যাপক,পুরকৌশল বিভাগ
181,মিসেস দিল আফরোজ আহমদ,সহযোগী অধ্যাপক,পদার্থ বিজ্ঞান বিভাগ
170,ডঃ মোঃ হাবিবুর রহমান,অধ্যাপক,পুরকৌশল বিভাগ
172,ডঃ তাহমীদ মালিক আল হুসাইনী,সহযোগী অধ্যাপক,পুরকৌশল বিভাগ
174,ডঃ বশির আহমেদ,সহযোগী অধ্যাপক,পুরকৌশল বিভাগ
179,ডঃ মুনাজ আহমেদ নূর,সহযোগী অধ্যাপক,পুরকৌশল বিভাগ
182,ডঃ মোঃ ফিরোজ আলম খান,সহযোগী অধ্যাপক,পদার্থ বিজ্ঞান বিভাগ
183,ডঃ মোঃ  আব্দুল হাকিম,সহযোগী অধ্যাপক,গনিত বিভাগ
184,ডঃ মোঃ মনিমুল হক,অধ্যাপক,রসায়ন বিভাগ
185,ডঃ নজরুল ইসলাম,অধ্যাপক,রসায়ন বিভাগ
350,"জনাব এস, এইচ, এম, এ বাশার","সিনিয়ার আর্কিটেক্ট,বাংলাদেশ পিঃডব্লিউ",অন্যান্য
187,ডঃ এ.কে.এম.বজলুর রশীদ,অধ্যাপক,বস্তু ও ধাতব কৌশল বিভাগ
394,ডঃ এ এম আজিজ উল হক,অধ্যাপক,যন্ত্রকৌশল বিভাগ
94,ডঃ মোহাম্মদ জাহাঙ্গীর আলম,সহযোগী অধ্যাপক,তড়িৎ ও ইলেকট্রনিক কৌশল বিভাগ
95,ডঃ মোঃ শাহ্ আলম,সহযোগী অধ্যাপক,তড়িৎ ও ইলেকট্রনিক কৌশল বিভাগ
